CODGEO;NBMENFISC19;NBPERSMENFISC19;MED19;PIMP19;TP6019;TP60AGE119;TP60AGE219;TP60AGE319;TP60AGE419;TP60AGE519;TP60AGE619;TP60TOL119;TP60TOL219;PACT19;PTSA19;PCHO19;PBEN19;PPEN19;PPAT19;PPSOC19;PPFAM19;PPMINI19;PPLOGT19;PIMPOT19;D119;D919;RD19
50031;1335;2368;23390;56;11;;;;;;;;;47.3;38.4;2.3;6.6;53.3;13.8;3.3;0.8;1.6;0.9;-17.7;12770;42550;3.3
50032;417;1087;25310;;;;;;;;;;;;;;;;;;;;;;;;
50033;76;134;21250;;;;;;;;;;;;;;;;;;;;;;;;
50034;236;575;26030;;;;;;;;;;;;;;;;;;;;;;;;
50036;194;471;19210;;;;;;;;;;;;;;;;;;;;;;;;
50038;176;446;19230;;;;;;;;;;;;;;;;;;;;;;;;
50039;58;140;18990;;;;;;;;;;;;;;;;;;;;;;;;
50040;59;124;20140;;;;;;;;;;;;;;;;;;;;;;;;
50041;4876;11930;23810;66;7;;10;;;;;5;17;77;70.5;2;4.5;26.5;8.5;4.2;2;1.5;0.7;-16.2;14430;37580;2.6
50042;188;408;21560;;;;;;;;;;;;;;;;;;;;;;;;
50044;133;330;20530;;;;;;;;;;;;;;;;;;;;;;;;
50045;263;670;24280;;;;;;;;;;;;;;;;;;;;;;;;
50046;180;419;22750;;;;;;;;;;;;;;;;;;;;;;;;
50048;239;549;20810;;;;;;;;;;;;;;;;;;;;;;;;
50049;273;645;19120;;;;;;;;;;;;;;;;;;;;;;;;
50050;50;129;21050;;;;;;;;;;;;;;;;;;;;;;;;
50052;67;141;22600;;;;;;;;;;;;;;;;;;;;;;;;
50054;77;184;17900;;;;;;;;;;;;;;;;;;;;;;;;
50055;40;111;21270;;;;;;;;;;;;;;;;;;;;;;;;
50058;792;1646;22500;;;;;;;;;;;;;;;;;;;;;;;;
50059;123;301;22150;;;;;;;;;;;;;;;;;;;;;;;;
50060;188;442;20440;;;;;;;;;;;;;;;;;;;;;;;;
50062;46;105;17920;;;;;;;;;;;;;;;;;;;;;;;;
50064;71;188;19940;;;;;;;;;;;;;;;;;;;;;;;;
50066;1208;2465;25560;64;;;;;;;;;;48;38.7;1.8;7.5;50.7;18.5;2.1;0.8;0.9;0.4;-19.3;15080;46950;3.1
50069;147;366;19740;;;;;;;;;;;;;;;;;;;;;;;;
50070;;;;;;;;;;;;;;;;;;;;;;;;;;;
50072;81;219;20360;;;;;;;;;;;;;;;;;;;;;;;;
50074;1040;2123;19590;41;13;;;;;;;;25;57;49.6;1.9;5.5;39.5;9.9;6.4;2.1;2.7;1.6;-12.8;12520;30830;2.5
50076;1715;3487;23170;58;10;;;;;;;;24;51.5;43;2.4;6.1;49.5;11.4;3.7;1.4;1.4;0.9;-16.1;13230;37230;2.8
50077;468;1111;26290;;;;;;;;;;;;;;;;;;;;;;;;
50078;214;424;22130;;;;;;;;;;;;;;;;;;;;;;;;
50079;164;418;22960;;;;;;;;;;;;;;;;;;;;;;;;
50081;356;806;25950;;;;;;;;;;;;;;;;;;;;;;;;
50082;2618;5986;21060;50;11;;;;;;;6;23;67.9;61.6;2.2;4.1;33;6.6;6.1;2.4;2.5;1.2;-13.6;12810;33360;2.6
50083;243;624;22910;;;;;;;;;;;;;;;;;;;;;;;;
50084;238;530;24090;;;;;;;;;;;;;;;;;;;;;;;;
50085;585;1311;22890;;;;;;;;;;;;;;;;;;;;;;;;
50086;142;326;22210;;;;;;;;;;;;;;;;;;;;;;;;
50087;884;2138;23320;59;;;;;;;;;;73.4;65.8;2;5.6;30.3;7.8;3.5;1.8;1.2;0.5;-15;14240;35230;2.5
50088;67;134;19830;;;;;;;;;;;;;;;;;;;;;;;;
50090;295;600;19190;;;;;;;;;;;;;;;;;;;;;;;;
50092;279;681;21420;;;;;;;;;;;;;;;;;;;;;;;;
50093;178;429;19930;;;;;;;;;;;;;;;;;;;;;;;;
50094;164;398;19640;;;;;;;;;;;;;;;;;;;;;;;;
50095;752;1780;21670;;;;;;;;;;;;;;;;;;;;;;;;
50096;85;214;20160;;;;;;;;;;;;;;;;;;;;;;;;
50097;58;133;19680;;;;;;;;;;;;;;;;;;;;;;;;
50098;269;632;20250;;;;;;;;;;;;;;;;;;;;;;;;
50099;4637;9474;19920;45;15;;19;19;14;10;;8;25;61.7;52.8;2.5;6.4;37.4;7.4;6.9;2;3.3;1.6;-13.4;11670;32520;2.8
50101;103;229;24020;;;;;;;;;;;;;;;;;;;;;;;;
50102;403;776;23740;;;;;;;;;;;;;;;;;;;;;;;;
50105;;;;;;;;;;;;;;;;;;;;;;;;;;;
50106;106;260;20610;;;;;;;;;;;;;;;;;;;;;;;;
50108;180;427;21160;;;;;;;;;;;;;;;;;;;;;;;;
50109;841;1851;19570;;;;;;;;;;;;;;;;;;;;;;;;
50110;406;938;20490;;;;;;;;;;;;;;;;;;;;;;;;
50111;426;939;20450;;;;;;;;;;;;;;;;;;;;;;;;
50112;196;456;19210;;;;;;;;;;;;;;;;;;;;;;;;
50115;153;370;19740;;;;;;;;;;;;;;;;;;;;;;;;
50117;183;369;22840;;;;;;;;;;;;;;;;;;;;;;;;
50118;137;337;20210;;;;;;;;;;;;;;;;;;;;;;;;
50120;135;367;21390;;;;;;;;;;;;;;;;;;;;;;;;
50121;107;246;21790;;;;;;;;;;;;;;;;;;;;;;;;
50124;71;145;18590;;;;;;;;;;;;;;;;;;;;;;;;
50126;52;141;21400;;;;;;;;;;;;;;;;;;;;;;;;
50129;37466;76492;21600;55;13;21;17;15;11;9;7;5;23;70.5;64;2.7;3.8;31.4;6.3;7.2;2;3.5;1.7;-15.4;12170;35440;2.9
50130;179;424;20380;;;;;;;;;;;;;;;;;;;;;;;;
50135;84;243;21870;;;;;;;;;;;;;;;;;;;;;;;;
50137;257;617;22070;;;;;;;;;;;;;;;;;;;;;;;;
50138;214;540;22000;;;;;;;;;;;;;;;;;;;;;;;;
50139;1768;4100;22220;57;7;;;;;;;;;69.7;62.8;1.8;5.1;32.6;6.7;4.7;2.2;1.7;0.8;-13.7;14460;33080;2.3
50142;495;1087;21620;;;;;;;;;;;;;;;;;;;;;;;;
50143;390;936;23600;;;;;;;;;;;;;;;;;;;;;;;;
50144;224;501;16690;;;;;;;;;;;;;;;;;;;;;;;;
50145;232;582;19370;;;;;;;;;;;;;;;;;;;;;;;;
50146;103;210;21000;;;;;;;;;;;;;;;;;;;;;;;;
50147;3937;7341;19470;43;18;35;28;23;17;;;;30;60.5;52.1;3.1;5.3;36.1;7.6;10.1;2.2;5.4;2.5;-14.3;10800;32830;3
50148;202;510;20780;;;;;;;;;;;;;;;;;;;;;;;;
50149;457;1208;24680;;;;;;;;;;;;;;;;;;;;;;;;
50150;99;221;22040;;;;;;;;;;;;;;;;;;;;;;;;
50151;968;2092;19820;45;14;;;;;;;;;59;46.5;1.9;10.6;39.4;9.9;5;1.8;2.2;1;-13.3;12390;32190;2.6
50152;101;224;19280;;;;;;;;;;;;;;;;;;;;;;;;
50155;113;308;21160;;;;;;;;;;;;;;;;;;;;;;;;
50156;;;;;;;;;;;;;;;;;;;;;;;;;;;
50158;126;260;18510;;;;;;;;;;;;;;;;;;;;;;;;
50159;266;621;19930;;;;;;;;;;;;;;;;;;;;;;;;
50161;228;548;20540;;;;;;;;;;;;;;;;;;;;;;;;
50162;664;1667;24660;;;;;;;;;;;;;;;;;;;;;;;;
50164;410;1004;20680;;;;;;;;;;;;;;;;;;;;;;;;
50165;1727;3313;22990;57;10;;;;;;;;21;51.9;43.7;2.4;5.8;48.6;12.7;4.1;1.1;2;1;-17.3;13150;39700;3
50166;120;307;20960;;;;;;;;;;;;;;;;;;;;;;;;
50167;355;793;22020;;;;;;;;;;;;;;;;;;;;;;;;
50168;1269;2754;20990;50;9;;;;;;;;;64.4;57.5;1.8;5.1;35.1;7.8;5.6;2.4;2.1;1.1;-12.9;13390;31490;2.4
50169;44;108;20380;;;;;;;;;;;;;;;;;;;;;;;;
50172;144;376;21090;;;;;;;;;;;;;;;;;;;;;;;;
50174;79;209;19580;;;;;;;;;;;;;;;;;;;;;;;;
50175;95;221;20770;;;;;;;;;;;;;;;;;;;;;;;;
50176;137;359;19880;;;;;;;;;;;;;;;;;;;;;;;;
50177;161;353;21960;;;;;;;;;;;;;;;;;;;;;;;;
50178;620;1347;24190;;;;;;;;;;;;;;;;;;;;;;;;
50181;137;339;20920;;;;;;;;;;;;;;;;;;;;;;;;
50182;128;292;19450;;;;;;;;;;;;;;;;;;;;;;;;
50183;151;351;19610;;;;;;;;;;;;;;;;;;;;;;;;
50184;757;1615;20660;;;;;;;;;;;;;;;;;;;;;;;;
50185;422;1086;21490;;;;;;;;;;;;;;;;;;;;;;;;
50186;90;226;24260;;;;;;;;;;;;;;;;;;;;;;;;
50188;459;1100;19700;;;;;;;;;;;;;;;;;;;;;;;;
50190;84;174;23070;;;;;;;;;;;;;;;;;;;;;;;;
50192;53;136;19590;;;;;;;;;;;;;;;;;;;;;;;;
50193;87;204;20220;;;;;;;;;;;;;;;;;;;;;;;;
50194;152;368;20350;;;;;;;;;;;;;;;;;;;;;;;;
50195;111;255;17630;;;;;;;;;;;;;;;;;;;;;;;;
50196;229;458;23550;;;;;;;;;;;;;;;;;;;;;;;;
50197;967;2000;19800;39;14;;;;;;;;;54.5;46.5;2.3;5.7;42.2;9.6;5.8;1.7;2.8;1.3;-12.1;12280;32030;2.6
50198;207;472;20150;;;;;;;;;;;;;;;;;;;;;;;;
50199;239;436;21480;;;;;;;;;;;;;;;;;;;;;;;;
50200;391;794;18440;;;;;;;;;;;;;;;;;;;;;;;;
50205;104;292;21090;;;;;;;;;;;;;;;;;;;;;;;;
50207;69;174;19430;;;;;;;;;;;;;;;;;;;;;;;;
50208;71;167;18760;;;;;;;;;;;;;;;;;;;;;;;;
50209;598;1547;22880;;;;;;;;;;;;;;;;;;;;;;;;
50210;160;354;18920;;;;;;;;;;;;;;;;;;;;;;;;
50214;116;275;18690;;;;;;;;;;;;;;;;;;;;;;;;
50215;1545;3264;21960;57;9;;;;;;;;;58.4;43.9;1.9;12.6;44.2;9.9;3.7;1.3;1.7;0.7;-16.2;13890;39250;2.8
50216;315;758;19450;;;;;;;;;;;;;;;;;;;;;;;;
50217;248;595;20570;;;;;;;;;;;;;;;;;;;;;;;;
50218;7055;12188;20960;52;14;;25;20;16;9;;5;22;48.2;40.1;2.4;5.7;49.2;13.4;5.8;1.2;3.1;1.5;-16.6;11930;37660;3.2
50219;268;659;22710;;;;;;;;;;;;;;;;;;;;;;;;
50221;;;;;;;;;;;;;;;;;;;;;;;;;;;
50222;324;819;22800;;;;;;;;;;;;;;;;;;;;;;;;
50225;58;135;17800;;;;;;;;;;;;;;;;;;;;;;;;
50227;135;317;19200;;;;;;;;;;;;;;;;;;;;;;;;
50228;524;1092;19390;;;;;;;;;;;;;;;;;;;;;;;;
50229;;;;;;;;;;;;;;;;;;;;;;;;;;;
50230;373;961;24710;;;;;;;;;;;;;;;;;;;;;;;;
50231;368;730;23930;;;;;;;;;;;;;;;;;;;;;;;;
50232;179;456;18540;;;;;;;;;;;;;;;;;;;;;;;;
50233;58;161;21550;;;;;;;;;;;;;;;;;;;;;;;;
50234;;;;;;;;;;;;;;;;;;;;;;;;;;;
50235;123;291;22810;;;;;;;;;;;;;;;;;;;;;;;;
50236;1951;3879;19810;47;14;;;;;;;10;26;57.5;44.7;2.2;10.6;41.3;9.3;5.6;1.6;2.8;1.2;-13.7;11980;32770;2.7
50237;629;1262;18990;;;;;;;;;;;;;;;;;;;;;;;;
50238;146;357;22260;;;;;;;;;;;;;;;;;;;;;;;;
50239;759;1849;22150;;;;;;;;;;;;;;;;;;;;;;;;
50240;192;552;24400;;;;;;;;;;;;;;;;;;;;;;;;
50241;72;176;21330;;;;;;;;;;;;;;;;;;;;;;;;
50243;217;470;22540;;;;;;;;;;;;;;;;;;;;;;;;
50246;;;;;;;;;;;;;;;;;;;;;;;;;;;
50247;78;179;20720;;;;;;;;;;;;;;;;;;;;;;;;
50251;130;358;22330;;;;;;;;;;;;;;;;;;;;;;;;
50252;374;955;21380;;;;;;;;;;;;;;;;;;;;;;;;
50253;86;185;21690;;;;;;;;;;;;;;;;;;;;;;;;
50256;1357;3172;20280;44;12;;;;;;;9;;69.9;59.8;2.3;7.8;29.6;7;5.8;2.7;2.1;1;-12.3;12470;30410;2.4
50258;;;;;;;;;;;;;;;;;;;;;;;;;;;
50259;266;702;20880;;;;;;;;;;;;;;;;;;;;;;;;
50260;749;1596;18980;;;;;;;;;;;;;;;;;;;;;;;;
50261;66;155;20340;;;;;;;;;;;;;;;;;;;;;;;;
50262;220;530;20450;;;;;;;;;;;;;;;;;;;;;;;;
50263;157;365;19140;;;;;;;;;;;;;;;;;;;;;;;;
50265;83;194;18700;;;;;;;;;;;;;;;;;;;;;;;;
50266;189;432;19510;;;;;;;;;;;;;;;;;;;;;;;;
50267;1038;2263;18780;43;15;;;;;;;;27;63.1;51.2;3;8.9;36;7;7.1;2.5;3;1.6;-13.2;12000;30950;2.6
50268;107;252;20100;;;;;;;;;;;;;;;;;;;;;;;;
50269;98;233;22210;;;;;;;;;;;;;;;;;;;;;;;;
50270;155;419;22240;;;;;;;;;;;;;;;;;;;;;;;;
50271;;;;;;;;;;;;;;;;;;;;;;;;;;;
50272;526;1045;21040;;;;;;;;;;;;;;;;;;;;;;;;
50273;604;1365;19630;;;;;;;;;;;;;;;;;;;;;;;;
50274;418;970;20340;;;;;;;;;;;;;;;;;;;;;;;;
50275;52;115;21210;;;;;;;;;;;;;;;;;;;;;;;;
50276;253;570;22090;;;;;;;;;;;;;;;;;;;;;;;;
50277;275;624;25000;;;;;;;;;;;;;;;;;;;;;;;;
50278;99;286;21150;;;;;;;;;;;;;;;;;;;;;;;;
50279;243;611;20440;;;;;;;;;;;;;;;;;;;;;;;;
50281;364;800;20930;;;;;;;;;;;;;;;;;;;;;;;;
50282;102;267;20100;;;;;;;;;;;;;;;;;;;;;;;;
50283;;;;;;;;;;;;;;;;;;;;;;;;;;;
50285;127;295;21100;;;;;;;;;;;;;;;;;;;;;;;;
50288;587;1341;21740;;;;;;;;;;;;;;;;;;;;;;;;
50289;302;754;19520;;;;;;;;;;;;;;;;;;;;;;;;
50290;160;355;20020;;;;;;;;;;;;;;;;;;;;;;;;
50291;57;142;19390;;;;;;;;;;;;;;;;;;;;;;;;
50292;1132;2685;20760;50;12;;;;;;;;;71.9;61.9;2;8;29;7.2;6.5;2.9;2.4;1.2;-14.6;12570;31960;2.5
50294;542;1301;25270;;;;;;;;;;;;;;;;;;;;;;;;
50295;52;133;21420;;;;;;;;;;;;;;;;;;;;;;;;
50296;99;219;27840;;;;;;;;;;;;;;;;;;;;;;;;
50297;448;1029;21860;;;;;;;;;;;;;;;;;;;;;;;;
50298;255;641;21100;;;;;;;;;;;;;;;;;;;;;;;;
50299;77;195;20770;;;;;;;;;;;;;;;;;;;;;;;;
50300;70;158;21500;;;;;;;;;;;;;;;;;;;;;;;;
50302;115;287;20180;;;;;;;;;;;;;;;;;;;;;;;;
50304;77;190;20220;;;;;;;;;;;;;;;;;;;;;;;;
50305;288;754;23680;;;;;;;;;;;;;;;;;;;;;;;;
50310;62;149;18900;;;;;;;;;;;;;;;;;;;;;;;;
50311;98;229;17700;;;;;;;;;;;;;;;;;;;;;;;;
50312;64;129;18110;;;;;;;;;;;;;;;;;;;;;;;;
50315;112;234;18840;;;;;;;;;;;;;;;;;;;;;;;;
50317;97;265;21840;;;;;;;;;;;;;;;;;;;;;;;;
50321;195;503;26130;;;;;;;;;;;;;;;;;;;;;;;;
50324;39;113;21050;;;;;;;;;;;;;;;;;;;;;;;;
50326;107;234;19650;;;;;;;;;;;;;;;;;;;;;;;;
50327;83;193;20300;;;;;;;;;;;;;;;;;;;;;;;;
50328;315;784;19150;;;;;;;;;;;;;;;;;;;;;;;;
50332;323;719;23470;;;;;;;;;;;;;;;;;;;;;;;;
50334;118;267;20100;;;;;;;;;;;;;;;;;;;;;;;;
50335;205;479;20940;;;;;;;;;;;;;;;;;;;;;;;;
50336;97;211;19110;;;;;;;;;;;;;;;;;;;;;;;;
50338;161;329;20120;;;;;;;;;;;;;;;;;;;;;;;;
50340;79;174;19980;;;;;;;;;;;;;;;;;;;;;;;;
50341;953;1884;18610;;;;;;;;;;;;;;;;;;;;;;;;
50342;359;788;21120;;;;;;;;;;;;;;;;;;;;;;;;
50345;278;706;23210;;;;;;;;;;;;;;;;;;;;;;;;
50347;109;247;21070;;;;;;;;;;;;;;;;;;;;;;;;
50349;674;1411;23390;;;;;;;;;;;;;;;;;;;;;;;;
50350;226;514;18950;;;;;;;;;;;;;;;;;;;;;;;;
50351;;;;;;;;;;;;;;;;;;;;;;;;;;;
50352;119;333;20120;;;;;;;;;;;;;;;;;;;;;;;;
50353;;;;;;;;;;;;;;;;;;;;;;;;;;;
50356;348;793;19580;;;;;;;;;;;;;;;;;;;;;;;;
50357;;;;;;;;;;;;;;;;;;;;;;;;;;;
50359;1329;2781;20700;47;14;;;;;;;;28;55.1;47.2;2;5.9;42.4;9.6;6;2;2.7;1.3;-13.1;11900;33290;2.8
50360;100;265;19890;;;;;;;;;;;;;;;;;;;;;;;;
50361;84;234;18470;;;;;;;;;;;;;;;;;;;;;;;;
50362;110;274;21220;;;;;;;;;;;;;;;;;;;;;;;;
50363;592;1444;19850;;;;;;;;;;;;;;;;;;;;;;;;
50364;296;721;18950;;;;;;;;;;;;;;;;;;;;;;;;
50365;201;488;20950;;;;;;;;;;;;;;;;;;;;;;;;
50368;;;;;;;;;;;;;;;;;;;;;;;;;;;
50369;316;792;21740;;;;;;;;;;;;;;;;;;;;;;;;
50370;241;592;20290;;;;;;;;;;;;;;;;;;;;;;;;
50371;201;418;21700;;;;;;;;;;;;;;;;;;;;;;;;
50372;60;139;21070;;;;;;;;;;;;;;;;;;;;;;;;
50373;;;;;;;;;;;;;;;;;;;;;;;;;;;
50374;;;;;;;;;;;;;;;;;;;;;;;;;;;
50376;165;394;21690;;;;;;;;;;;;;;;;;;;;;;;;
50378;270;610;19130;;;;;;;;;;;;;;;;;;;;;;;;
50379;52;142;20960;;;;;;;;;;;;;;;;;;;;;;;;
50382;231;612;26140;;;;;;;;;;;;;;;;;;;;;;;;
50384;85;204;21060;;;;;;;;;;;;;;;;;;;;;;;;
50387;143;337;20300;;;;;;;;;;;;;;;;;;;;;;;;
50388;533;1234;21040;;;;;;;;;;;;;;;;;;;;;;;;
50389;188;437;19170;;;;;;;;;;;;;;;;;;;;;;;;
50390;66;148;19440;;;;;;;;;;;;;;;;;;;;;;;;
50391;1254;2702;21230;47;9;;;;;;;;;63.6;55;1.3;7.3;36.3;9.7;4;1.5;1.6;0.9;-13.6;13390;34160;2.6
50393;1129;2515;19750;41;15;;;;;;;;28;60.5;47.9;2.5;10.1;34.4;10.1;7.3;2.7;2.9;1.7;-12.3;11630;31110;2.7
50394;1075;2051;18350;38;20;;;;;;;;29;51;41.6;2.1;7.3;45.1;7.3;8.6;2.4;4.2;2;-12;11130;29660;2.7
50395;120;268;20930;;;;;;;;;;;;;;;;;;;;;;;;
50397;92;211;19660;;;;;;;;;;;;;;;;;;;;;;;;
50398;74;196;19960;;;;;;;;;;;;;;;;;;;;;;;;
50399;81;176;21080;;;;;;;;;;;;;;;;;;;;;;;;
50400;1389;2986;20090;44;15;;;;;;;11;;62.1;53.3;2.5;6.3;36.4;5.5;7.6;2.7;3.6;1.3;-11.6;11850;30860;2.6
50401;293;749;21160;;;;;;;;;;;;;;;;;;;;;;;;
50402;1431;3313;23790;60;8;;;;;;;;14;78.8;71.6;2.5;4.7;25.7;7.1;4.8;1.8;1.9;1.1;-16.4;13970;39990;2.9
50403;752;1540;21910;;;;;;;;;;;;;;;;;;;;;;;;
50405;105;239;20190;;;;;;;;;;;;;;;;;;;;;;;;
50407;374;944;21760;;;;;;;;;;;;;;;;;;;;;;;;
50408;254;595;21590;;;;;;;;;;;;;;;;;;;;;;;;
50409;913;1944;20740;;;;;;;;;;;;;;;;;;;;;;;;
50410;2100;4103;20090;46;13;;;;;;;10;21;52.8;44;2.8;6;44;9.6;6;1.8;2.9;1.3;-12.4;12300;31340;2.5
50411;276;690;20790;;;;;;;;;;;;;;;;;;;;;;;;
50412;1328;2631;21430;52;12;;;;;;;;;49.7;38.5;2.9;8.3;50.8;10.9;4.2;1.4;1.9;0.9;-15.6;12430;37280;3
50413;232;569;20830;;;;;;;;;;;;;;;;;;;;;;;;
50417;855;1756;20280;;;;;;;;;;;;;;;;;;;;;;;;
50419;1354;3206;20470;49;10;;;;;;;;;65.9;57.4;2.3;6.2;33.8;8.2;5.2;2.4;2;0.8;-13.1;13260;31480;2.4
50420;379;914;21260;;;;;;;;;;;;;;;;;;;;;;;;
50421;124;262;21950;;;;;;;;;;;;;;;;;;;;;;;;
50422;86;204;21770;;;;;;;;;;;;;;;;;;;;;;;;
50423;93;226;24110;;;;;;;;;;;;;;;;;;;;;;;;
50425;431;1091;22630;;;;;;;;;;;;;;;;;;;;;;;;
50426;170;363;21440;;;;;;;;;;;;;;;;;;;;;;;;
50428;229;490;18000;;;;;;;;;;;;;;;;;;;;;;;;
50429;383;783;23410;;;;;;;;;;;;;;;;;;;;;;;;
50430;;;;;;;;;;;;;;;;;;;;;;;;;;;
50431;458;1053;18710;;;;;;;;;;;;;;;;;;;;;;;;
50433;500;1045;21420;;;;;;;;;;;;;;;;;;;;;;;;
50435;251;616;23190;;;;;;;;;;;;;;;;;;;;;;;;
50436;558;1282;21480;;;;;;;;;;;;;;;;;;;;;;;;
50437;340;755;19680;;;;;;;;;;;;;;;;;;;;;;;;
50442;125;258;23680;;;;;;;;;;;;;;;;;;;;;;;;
50443;220;519;20120;;;;;;;;;;;;;;;;;;;;;;;;
50444;1043;2591;21430;54;9;;;;;;;;;73.9;65.5;2.1;6.3;27.8;7.7;4.7;2.3;1.7;0.7;-14.1;13470;32520;2.4
50445;142;354;19730;;;;;;;;;;;;;;;;;;;;;;;;
50446;225;557;23120;;;;;;;;;;;;;;;;;;;;;;;;
50447;198;482;23000;;;;;;;;;;;;;;;;;;;;;;;;
50448;286;656;21450;;;;;;;;;;;;;;;;;;;;;;;;
50450;152;341;22040;;;;;;;;;;;;;;;;;;;;;;;;
50451;52;135;21670;;;;;;;;;;;;;;;;;;;;;;;;
50452;285;656;20200;;;;;;;;;;;;;;;;;;;;;;;;
50453;341;851;21980;;;;;;;;;;;;;;;;;;;;;;;;
50454;154;430;23370;;;;;;;;;;;;;;;;;;;;;;;;
50455;369;889;20520;;;;;;;;;;;;;;;;;;;;;;;;
50456;232;510;18450;;;;;;;;;;;;;;;;;;;;;;;;
50457;80;201;21290;;;;;;;;;;;;;;;;;;;;;;;;
50461;84;215;21280;;;;;;;;;;;;;;;;;;;;;;;;
50462;166;348;18820;;;;;;;;;;;;;;;;;;;;;;;;
50463;249;565;18890;;;;;;;;;;;;;;;;;;;;;;;;
50464;238;574;18970;;;;;;;;;;;;;;;;;;;;;;;;
50467;198;503;22040;;;;;;;;;;;;;;;;;;;;;;;;
50468;330;774;19340;;;;;;;;;;;;;;;;;;;;;;;;
50469;131;305;20340;;;;;;;;;;;;;;;;;;;;;;;;
50471;128;268;24080;;;;;;;;;;;;;;;;;;;;;;;;
50472;88;204;19990;;;;;;;;;;;;;;;;;;;;;;;;
50473;161;385;20900;;;;;;;;;;;;;;;;;;;;;;;;
50474;227;495;18930;;;;;;;;;;;;;;;;;;;;;;;;
50475;418;994;23640;;;;;;;;;;;;;;;;;;;;;;;;
50476;88;226;19090;;;;;;;;;;;;;;;;;;;;;;;;
50478;181;440;20680;;;;;;;;;;;;;;;;;;;;;;;;
50479;56;115;19460;;;;;;;;;;;;;;;;;;;;;;;;
50480;324;783;22720;;;;;;;;;;;;;;;;;;;;;;;;
50481;480;946;22580;;;;;;;;;;;;;;;;;;;;;;;;
50482;73;169;20430;;;;;;;;;;;;;;;;;;;;;;;;
50483;407;976;22380;;;;;;;;;;;;;;;;;;;;;;;;
50484;2884;5644;20010;41;14;;;;;;;7;25;56.1;46.6;2;7.5;40.9;9.6;6.4;1.8;3.1;1.5;-13;11970;31260;2.6
50486;233;597;19000;;;;;;;;;;;;;;;;;;;;;;;;
50487;2161;4679;20100;42;13;;;;;;;8;23;60.4;51.1;2.3;7;35.2;9.3;7.5;2.4;3.7;1.4;-12.4;12220;30230;2.5
50488;281;618;20890;;;;;;;;;;;;;;;;;;;;;;;;
50489;222;521;23080;;;;;;;;;;;;;;;;;;;;;;;;
50490;170;366;23730;;;;;;;;;;;;;;;;;;;;;;;;
50491;158;414;19710;;;;;;;;;;;;;;;;;;;;;;;;
50492;1010;2492;21860;54;;;;;;;;;;73.5;66;2.2;5.3;28.6;6.1;5.2;2.6;1.9;0.7;-13.4;13830;31420;2.3
50493;611;1512;21390;;;;;;;;;;;;;;;;;;;;;;;;
50495;;;;;;;;;;;;;;;;;;;;;;;;;;;
50496;232;421;23150;;;;;;;;;;;;;;;;;;;;;;;;
50498;323;830;22760;;;;;;;;;;;;;;;;;;;;;;;;
50499;212;479;20650;;;;;;;;;;;;;;;;;;;;;;;;
50500;263;638;20040;;;;;;;;;;;;;;;;;;;;;;;;
50502;9341;17322;20240;49;17;28;25;19;17;10;;5;28;64;57;2.7;4.3;34.9;7;8.8;2.1;4.6;2.1;-14.7;11160;33780;3
50504;78;205;19040;;;;;;;;;;;;;;;;;;;;;;;;
50505;275;709;23350;;;;;;;;;;;;;;;;;;;;;;;;
50506;195;435;20510;;;;;;;;;;;;;;;;;;;;;;;;
50507;159;320;23210;;;;;;;;;;;;;;;;;;;;;;;;
50509;301;616;20840;;;;;;;;;;;;;;;;;;;;;;;;
50510;207;513;19760;;;;;;;;;;;;;;;;;;;;;;;;
50511;60;132;22290;;;;;;;;;;;;;;;;;;;;;;;;
50512;218;520;20210;;;;;;;;;;;;;;;;;;;;;;;;
50513;82;196;19930;;;;;;;;;;;;;;;;;;;;;;;;
50514;110;283;20580;;;;;;;;;;;;;;;;;;;;;;;;
50517;79;178;20990;;;;;;;;;;;;;;;;;;;;;;;;
50518;127;300;19700;;;;;;;;;;;;;;;;;;;;;;;;
50519;207;556;25470;;;;;;;;;;;;;;;;;;;;;;;;
50521;65;152;20410;;;;;;;;;;;;;;;;;;;;;;;;
50522;107;251;20590;;;;;;;;;;;;;;;;;;;;;;;;
50523;1366;2883;20440;45;12;;;;;;;;;60.6;50.7;2;7.9;38.9;8.7;5.4;2;2.2;1.2;-13.6;12600;32020;2.5
50525;152;295;19580;;;;;;;;;;;;;;;;;;;;;;;;
50528;139;310;20830;;;;;;;;;;;;;;;;;;;;;;;;
50529;;;;;;;;;;;;;;;;;;;;;;;;;;;
50531;316;765;21580;;;;;;;;;;;;;;;;;;;;;;;;
50532;2184;4390;25490;63;7;;;;;;;;;55.4;43.4;2.2;9.8;47.4;13.9;2.5;0.8;1.1;0.6;-19.2;14700;45920;3.1
50533;76;166;19660;;;;;;;;;;;;;;;;;;;;;;;;
50535;403;935;20770;;;;;;;;;;;;;;;;;;;;;;;;
50536;69;144;21850;;;;;;;;;;;;;;;;;;;;;;;;
50537;172;414;21930;;;;;;;;;;;;;;;;;;;;;;;;
50538;178;441;24670;;;;;;;;;;;;;;;;;;;;;;;;
50539;798;1764;19800;;;;;;;;;;;;;;;;;;;;;;;;
50540;240;585;21540;;;;;;;;;;;;;;;;;;;;;;;;
50541;592;1412;22230;;;;;;;;;;;;;;;;;;;;;;;;
50542;233;445;18690;;;;;;;;;;;;;;;;;;;;;;;;
50543;523;1313;21980;;;;;;;;;;;;;;;;;;;;;;;;
